Merek,Model,Varian,Spesifikasi,Value
daihatsu,gran-max-pu,1-5-std-acaps,Tenaga,96 hp
daihatsu,gran-max-pu,1-5-std-acaps,Torsi,134 Nm
daihatsu,gran-max-pu,1-5-std-acaps,Jenis Bahan Bakar,Bensin
daihatsu,gran-max-pu,1-5-std-acaps,Girboks,5-Speed
daihatsu,gran-max-pu,1-5-std-acaps,Jenis Transmisi,Manual
daihatsu,gran-max-pu,1-5-std-acaps,Jumlah Silinder,4
daihatsu,gran-max-pu,1-5-std-acaps,Katup per Silinder,4
daihatsu,gran-max-pu,1-5-std-acaps,Konfigurasi Katup,DOHC
daihatsu,gran-max-pu,1-5-std-acaps,Sistem Suplai Bahan Bakar,EFI
daihatsu,gran-max-pu,box-1-5-sliding,Kapasitas mesin,1495 cc
daihatsu,gran-max-pu,box-1-5-sliding,Tenaga,96 hp
daihatsu,gran-max-pu,box-1-5-sliding,Torsi,134 Nm
daihatsu,gran-max-pu,box-1-5-sliding,Jenis Bahan Bakar,Bensin
daihatsu,gran-max-pu,box-1-5-sliding,Girboks,5-Speed
daihatsu,gran-max-pu,box-1-5-sliding,Jenis Transmisi,Manual
daihatsu,gran-max-pu,box-1-5-sliding,Jumlah Silinder,4
daihatsu,gran-max-pu,box-1-5-sliding,Katup per Silinder,4
daihatsu,gran-max-pu,box-1-5-sliding,Konfigurasi Katup,DOHC
daihatsu,gran-max-pu,box-1-5-sliding,Sistem Suplai Bahan Bakar,EFI
daihatsu,gran-max-pu,1-3-3w,Kapasitas mesin,1298 cc
daihatsu,gran-max-pu,1-3-3w,Tenaga,87 hp
daihatsu,gran-max-pu,1-3-3w,Torsi,115 Nm
daihatsu,gran-max-pu,1-3-3w,Jenis Bahan Bakar,Bensin
daihatsu,gran-max-pu,1-3-3w,Girboks,5-Speed
daihatsu,gran-max-pu,1-3-3w,Jenis Transmisi,Manual
daihatsu,gran-max-pu,1-3-3w,Jumlah Silinder,4
daihatsu,gran-max-pu,1-3-3w,Katup per Silinder,4
daihatsu,gran-max-pu,1-3-3w,Konfigurasi Katup,DOHC
daihatsu,gran-max-pu,1-3-3w,Sistem Suplai Bahan Bakar,EFI
daihatsu,gran-max-pu,1-5-3w,Kapasitas mesin,1495 cc
daihatsu,gran-max-pu,1-5-3w,Tenaga,96 hp
daihatsu,gran-max-pu,1-5-3w,Torsi,134 Nm
daihatsu,gran-max-pu,1-5-3w,Jenis Bahan Bakar,Bensin
daihatsu,gran-max-pu,1-5-3w,Girboks,5-Speed
daihatsu,gran-max-pu,1-5-3w,Jenis Transmisi,Manual
daihatsu,gran-max-pu,1-5-3w,Jumlah Silinder,4
daihatsu,gran-max-pu,1-5-3w,Katup per Silinder,4
daihatsu,gran-max-pu,1-5-3w,Konfigurasi Katup,DOHC
daihatsu,gran-max-pu,1-5-3w,Sistem Suplai Bahan Bakar,EFI
daihatsu,gran-max-pu,box-1-3-sliding,Kapasitas mesin,1298 cc
daihatsu,gran-max-pu,box-1-3-sliding,Tenaga,87 hp
daihatsu,gran-max-pu,box-1-3-sliding,Torsi,115 Nm
daihatsu,gran-max-pu,box-1-3-sliding,Jenis Bahan Bakar,Bensin
daihatsu,gran-max-pu,box-1-3-sliding,Girboks,5-Speed
daihatsu,gran-max-pu,box-1-3-sliding,Jenis Transmisi,Manual
daihatsu,gran-max-pu,box-1-3-sliding,Jumlah Silinder,4
daihatsu,gran-max-pu,box-1-3-sliding,Katup per Silinder,4
daihatsu,gran-max-pu,box-1-3-sliding,Konfigurasi Katup,DOHC
daihatsu,gran-max-pu,box-1-3-sliding,Sistem Suplai Bahan Bakar,EFI
daihatsu,gran-max-pu,box-1-5,Kapasitas mesin,1495 cc
daihatsu,gran-max-pu,box-1-5,Tenaga,96 hp
daihatsu,gran-max-pu,box-1-5,Torsi,134 Nm
daihatsu,gran-max-pu,box-1-5,Jenis Bahan Bakar,Bensin
daihatsu,gran-max-pu,box-1-5,Girboks,5-Speed
daihatsu,gran-max-pu,box-1-5,Jenis Transmisi,Manual
daihatsu,gran-max-pu,box-1-5,Jumlah Silinder,4
daihatsu,gran-max-pu,box-1-5,Katup per Silinder,4
daihatsu,gran-max-pu,box-1-5,Konfigurasi Katup,DOHC
daihatsu,gran-max-pu,box-1-5,Sistem Suplai Bahan Bakar,EFI
daihatsu,gran-max-mb,1-3-d-ff-fh,Kapasitas mesin,1298 cc
daihatsu,gran-max-mb,1-3-d-ff-fh,Tenaga,87 hp
daihatsu,gran-max-mb,1-3-d-ff-fh,Torsi,115 Nm
daihatsu,gran-max-mb,1-3-d-ff-fh,Jenis Bahan Bakar,Bensin
daihatsu,gran-max-mb,1-3-d-ff-fh,Girboks,5-Speed
daihatsu,gran-max-mb,1-3-d-ff-fh,Jenis Transmisi,Manual
daihatsu,gran-max-mb,1-3-d-ff-fh,Jenis penggerak,FWD
daihatsu,gran-max-mb,1-3-d-ff-fh,Jumlah Silinder,4
daihatsu,gran-max-mb,1-3-d-ff-fh,Katup per Silinder,4
daihatsu,gran-max-mb,1-3-d-ff-fh,Konfigurasi Katup,DOHC
daihatsu,gran-max-mb,1-3-d-ff-fh,Sistem Suplai Bahan Bakar,EFI
daihatsu,gran-max-mb,1-3-d-ff-fh,Mesin,"1.3L Petrol Engine, 4 Cylinder 16 Valve DOHC"
daihatsu,gran-max-mb,1-3-d-fh,Kapasitas mesin,1298 cc
daihatsu,gran-max-mb,1-3-d-fh,Tenaga,87 hp
daihatsu,gran-max-mb,1-3-d-fh,Torsi,115 Nm
daihatsu,gran-max-mb,1-3-d-fh,Jenis Bahan Bakar,Bensin
daihatsu,gran-max-mb,1-3-d-fh,Girboks,5-Speed
daihatsu,gran-max-mb,1-3-d-fh,Jenis Transmisi,Manual
daihatsu,gran-max-mb,1-3-d-fh,Jenis penggerak,FWD
daihatsu,gran-max-mb,1-3-d-fh,Jumlah Silinder,4
daihatsu,gran-max-mb,1-3-d-fh,Katup per Silinder,4
daihatsu,gran-max-mb,1-3-d-fh,Konfigurasi Katup,DOHC
daihatsu,gran-max-mb,1-3-d-fh,Sistem Suplai Bahan Bakar,EFI
daihatsu,gran-max-mb,1-3-d-fh,Mesin,"1.3L Petrol Engine, 4 Cylinder 16 Valve DOHC"
daihatsu,gran-max-mb,1-5-d-ps-fh,Kapasitas mesin,1495 cc
daihatsu,gran-max-mb,1-5-d-ps-fh,Tenaga,96 hp
daihatsu,gran-max-mb,1-5-d-ps-fh,Jenis Bahan Bakar,Bensin
daihatsu,gran-max-mb,1-5-d-ps-fh,Torsi,134 Nm
daihatsu,gran-max-mb,1-5-d-ps-fh,Girboks,5-Speed
daihatsu,gran-max-mb,1-5-d-ps-fh,Jenis Transmisi,Manual
daihatsu,gran-max-mb,1-5-d-ps-fh,Jenis penggerak,FWD
daihatsu,gran-max-mb,1-5-d-ps-fh,Jumlah Silinder,4
daihatsu,gran-max-mb,1-5-d-ps-fh,Katup per Silinder,4
daihatsu,gran-max-mb,1-5-d-ps-fh,Konfigurasi Katup,DOHC
daihatsu,gran-max-mb,1-5-d-ps-fh,Sistem Suplai Bahan Bakar,EFI
daihatsu,gran-max-mb,1-5-d-ps-fh,Mesin,"1.5L Petrol Engine, 4 Cylinder 16 Valve DOHC"
honda,brio,satya-s,Kapasitas mesin,1199 cc
honda,brio,satya-s,Tenaga,89 hp
honda,brio,satya-s,Konsumsi BBM Tol,22.5 kmpl
honda,brio,satya-s,Konsumsi BBM,20 kmpl
honda,brio,satya-s,Jenis Bahan Bakar,Bensin
honda,brio,satya-s,Torsi,110 Nm
honda,brio,satya-s,Konsumsi BBM dalam kota (kmpl),14.2 kmpl
honda,brio,satya-s,Girboks,5-Speed
honda,brio,satya-s,Jenis Transmisi,Manual
honda,brio,satya-s,Jenis penggerak,FWD
honda,brio,satya-s,Jumlah Silinder,4
honda,brio,satya-s,Katup per Silinder,4
honda,brio,satya-s,Konfigurasi Katup,SOHC
honda,brio,satya-s,Sistem Suplai Bahan Bakar,PGM-FI
honda,brio,satya-s,Rasio Kompresi,10.1:1
honda,brio,satya-s,Mesin,"1.2L Petrol Engine, 4 Cylinder 16 Valve SOHC i-VTEC"
honda,brio,satya-e-cvt,Kapasitas mesin,1199 cc
honda,brio,satya-e-cvt,Tenaga,89 hp
honda,brio,satya-e-cvt,Konsumsi BBM,20 kmpl
honda,brio,satya-e-cvt,Torsi,110 Nm
honda,brio,satya-e-cvt,Jenis Bahan Bakar,Bensin
honda,brio,satya-e-cvt,Girboks,Variable Speed
honda,brio,satya-e-cvt,Jenis Transmisi,CVT
honda,brio,satya-e-cvt,Jenis penggerak,FWD
honda,brio,satya-e-cvt,Jumlah Silinder,4
honda,brio,satya-e-cvt,Katup per Silinder,4
honda,brio,satya-e-cvt,Konfigurasi Katup,SOHC
honda,brio,satya-e-cvt,Sistem Suplai Bahan Bakar,PGM-FI
honda,brio,satya-e-cvt,Rasio Kompresi,10.1:1
honda,brio,satya-e-cvt,Mesin,"1.2L Petrol Engine, 4 Cylinder 16 Valve SOHC i-VTEC"
honda,brio,satya-e,Kapasitas mesin,1199 cc
honda,brio,satya-e,Tenaga,89 hp
honda,brio,satya-e,Konsumsi BBM Tol,22.5 kmpl
honda,brio,satya-e,Konsumsi BBM,20 kmpl
honda,brio,satya-e,Jenis Bahan Bakar,Bensin
honda,brio,satya-e,Torsi,110 Nm
honda,brio,satya-e,Konsumsi BBM dalam kota (kmpl),14.2 kmpl
honda,brio,satya-e,Girboks,5-Speed
honda,brio,satya-e,Jenis Transmisi,Manual
honda,brio,satya-e,Jenis penggerak,FWD
honda,brio,satya-e,Jumlah Silinder,4
honda,brio,satya-e,Katup per Silinder,4
honda,brio,satya-e,Konfigurasi Katup,SOHC
honda,brio,satya-e,Sistem Suplai Bahan Bakar,PGM-FI
honda,brio,satya-e,Rasio Kompresi,10.1:1
honda,brio,satya-e,Mesin,"1.2L Petrol Engine, 4 Cylinder 16 Valve SOHC i-VTEC"
honda,brio,rs,Kapasitas mesin,1199 cc
honda,brio,rs,Tenaga,89 hp
honda,brio,rs,Konsumsi BBM,20 kmpl
honda,brio,rs,Torsi,110 Nm
honda,brio,rs,Jenis Bahan Bakar,Bensin
honda,brio,rs,Girboks,5-Speed
honda,brio,rs,Jenis penggerak,FWD
honda,brio,rs,Jenis Transmisi,Manual
honda,brio,rs,Jumlah Silinder,4
honda,brio,rs,Katup per Silinder,4
honda,brio,rs,Konfigurasi Katup,SOHC
honda,brio,rs,Sistem Suplai Bahan Bakar,PGM-FI
honda,brio,rs,Rasio Kompresi,10.1:1
honda,brio,rs,Mesin,"1.2L Petrol Engine, 4 Cylinder 16 Valve SOHC i-VTEC"
honda,brio,rs-cvt,Kapasitas mesin,1199 cc
honda,brio,rs-cvt,Tenaga,89 hp
honda,brio,rs-cvt,Konsumsi BBM,20 kmpl
honda,brio,rs-cvt,Torsi,110 Nm
honda,brio,rs-cvt,Jenis Bahan Bakar,Bensin
honda,brio,rs-cvt,Girboks,Variable Speed
honda,brio,rs-cvt,Jenis penggerak,FWD
honda,brio,rs-cvt,Jenis Transmisi,CVT
honda,brio,rs-cvt,Jumlah Silinder,4
honda,brio,rs-cvt,Katup per Silinder,4
honda,brio,rs-cvt,Konfigurasi Katup,SOHC
honda,brio,rs-cvt,Sistem Suplai Bahan Bakar,PGM-FI
honda,brio,rs-cvt,Rasio Kompresi,10.1:1
honda,brio,rs-cvt,Mesin,"1.2L Petrol Engine, 4 Cylinder 16 Valve SOHC i-VTEC"
honda,hr-v,1-5l-s-cvt,Kapasitas mesin,1497 cc
honda,hr-v,1-5l-s-cvt,Tenaga,118 hp
honda,hr-v,1-5l-s-cvt,Jenis Bahan Bakar,Bensin
honda,hr-v,1-5l-s-cvt,Torsi,145 Nm
honda,hr-v,1-5l-s-cvt,Girboks,Variable Speed
honda,hr-v,1-5l-s-cvt,Jenis Transmisi,CVT
honda,hr-v,1-5l-s-cvt,Jumlah Silinder,4
honda,hr-v,1-5l-s-cvt,Katup per Silinder,4
honda,hr-v,1-5l-s-cvt,Konfigurasi Katup,SOHC
honda,hr-v,1-5l-s-cvt,Sistem Suplai Bahan Bakar,PGM-FI
honda,hr-v,1-5l-s-cvt,Rasio Kompresi,10.3:1
honda,hr-v,1-5l-s-cvt,Mesin,"1.5L Petrol Engine, 4 Cylinder 16 Valve SOHC i-VTEC"
honda,hr-v,1-5l-s,Kapasitas mesin,1497 cc
honda,hr-v,1-5l-s,Tenaga,118 hp
honda,hr-v,1-5l-s,Jenis Bahan Bakar,Bensin
honda,hr-v,1-5l-s,Torsi,145 Nm
honda,hr-v,1-5l-s,Girboks,6-Speed
honda,hr-v,1-5l-s,Jenis Transmisi,Manual
honda,hr-v,1-5l-s,Jumlah Silinder,4
honda,hr-v,1-5l-s,Katup per Silinder,4
honda,hr-v,1-5l-s,Konfigurasi Katup,SOHC
honda,hr-v,1-5l-s,Sistem Suplai Bahan Bakar,PGM-FI
honda,hr-v,1-5l-s,Rasio Kompresi,10.3:1
honda,hr-v,1-5l-s,Mesin,"1.5L Petrol Engine, 4 Cylinder 16 Valve SOHC i-VTEC"
honda,hr-v,1-5l-e-cvt,Kapasitas mesin,1497 cc
honda,hr-v,1-5l-e-cvt,Tenaga,118 hp
honda,hr-v,1-5l-e-cvt,Torsi,145 Nm
honda,hr-v,1-5l-e-cvt,Jenis Bahan Bakar,Bensin
honda,hr-v,1-5l-e-cvt,Girboks,Variable Speed
honda,hr-v,1-5l-e-cvt,Jenis Transmisi,CVT
honda,hr-v,1-5l-e-cvt,Jumlah Silinder,4
honda,hr-v,1-5l-e-cvt,Katup per Silinder,4
honda,hr-v,1-5l-e-cvt,Konfigurasi Katup,SOHC
honda,hr-v,1-5l-e-cvt,Sistem Suplai Bahan Bakar,PGM-FI
honda,hr-v,1-5l-e-cvt,Rasio Kompresi,10.3:1
honda,hr-v,1-5l-e-cvt,Mesin,"1.5L Petrol Engine, 4 Cylinder 16 Valve SOHC i-VTEC"
honda,hr-v,1-8l-prestige,Kapasitas mesin,1799 cc
honda,hr-v,1-8l-prestige,Tenaga,137 hp
honda,hr-v,1-8l-prestige,Torsi,169 Nm
honda,hr-v,1-8l-prestige,Jenis Bahan Bakar,Bensin
honda,hr-v,1-8l-prestige,Girboks,Variable Speed
honda,hr-v,1-8l-prestige,Jenis Transmisi,CVT
honda,hr-v,1-8l-prestige,Jumlah Silinder,4
honda,hr-v,1-8l-prestige,Katup per Silinder,4
honda,hr-v,1-8l-prestige,Konfigurasi Katup,SOHC
honda,hr-v,1-8l-prestige,Sistem Suplai Bahan Bakar,PGM-FI
honda,hr-v,1-8l-prestige,Rasio Kompresi,9.7:1
honda,hr-v,1-8l-prestige,Mesin,"1.8L Petrol Engine, 4 Cylinder 16 Valve SOHC i-VTEC"
honda,hr-v,1-5l-e-cvt-special-edition,Kapasitas mesin,1497 cc
honda,hr-v,1-5l-e-cvt-special-edition,Tenaga,118 hp
honda,hr-v,1-5l-e-cvt-special-edition,Torsi,145 Nm
honda,hr-v,1-5l-e-cvt-special-edition,Jenis Bahan Bakar,Bensin
honda,hr-v,1-5l-e-cvt-special-edition,Girboks,Variable Speed
honda,hr-v,1-5l-e-cvt-special-edition,Jenis Transmisi,CVT
honda,hr-v,1-5l-e-cvt-special-edition,Jumlah Silinder,4
honda,hr-v,1-5l-e-cvt-special-edition,Katup per Silinder,4
honda,hr-v,1-5l-e-cvt-special-edition,Konfigurasi Katup,SOHC
honda,hr-v,1-5l-e-cvt-special-edition,Sistem Suplai Bahan Bakar,PGM-FI
honda,hr-v,1-5l-e-cvt-special-edition,Rasio Kompresi,10.3:1
honda,hr-v,1-5l-e-cvt-special-edition,Mesin,"1.5L Petrol Engine, 4 Cylinder 16 Valve SOHC i-VTEC"
honda,mobilio,s-mt,Kapasitas mesin,1496 cc
honda,mobilio,s-mt,Tenaga,116 hp
honda,mobilio,s-mt,Jenis Bahan Bakar,Bensin
honda,mobilio,s-mt,Torsi,145 Nm
honda,mobilio,s-mt,Girboks,5-Speed
honda,mobilio,s-mt,Jenis Transmisi,Manual
honda,mobilio,s-mt,Jumlah Silinder,4
honda,mobilio,s-mt,Katup per Silinder,4
honda,mobilio,s-mt,Konfigurasi Katup,SOHC
honda,mobilio,s-mt,Sistem Suplai Bahan Bakar,PGM-FI
honda,mobilio,s-mt,Rasio Kompresi,10.3:1
honda,mobilio,s-mt,Mesin,"1.5L Petrol Engine, 4 Cylinder 16 Valve SOHC i-VTEC"
honda,mobilio,e-mt,Kapasitas mesin,1496 cc
honda,mobilio,e-mt,Tenaga,116 hp
honda,mobilio,e-mt,Torsi,145 Nm
honda,mobilio,e-mt,Jenis Bahan Bakar,Bensin
honda,mobilio,e-mt,Girboks,5-Speed
honda,mobilio,e-mt,Jenis Transmisi,Manual
honda,mobilio,e-mt,Jumlah Silinder,4
honda,mobilio,e-mt,Katup per Silinder,4
honda,mobilio,e-mt,Konfigurasi Katup,SOHC
honda,mobilio,e-mt,Sistem Suplai Bahan Bakar,PGM-FI
honda,mobilio,e-mt,Rasio Kompresi,10.3:1
honda,mobilio,e-mt,Mesin,"1.5L Petrol Engine, 4 Cylinder 16 Valve SOHC i-VTEC"
honda,mobilio,e-cvt,Kapasitas mesin,1496 cc
honda,mobilio,e-cvt,Tenaga,116 hp
honda,mobilio,e-cvt,Jenis Bahan Bakar,Bensin
honda,mobilio,e-cvt,Torsi,145 Nm
honda,mobilio,e-cvt,Girboks,Variable Speed
honda,mobilio,e-cvt,Jenis Transmisi,CVT
honda,mobilio,e-cvt,Jumlah Silinder,4
honda,mobilio,e-cvt,Katup per Silinder,4
honda,mobilio,e-cvt,Konfigurasi Katup,SOHC
honda,mobilio,e-cvt,Sistem Suplai Bahan Bakar,PGM-FI
honda,mobilio,e-cvt,Rasio Kompresi,10.3:1
honda,mobilio,e-cvt,Mesin,"1.5L Petrol Engine, 4 Cylinder 16 Valve SOHC i-VTEC"
honda,mobilio,rs-mt,Kapasitas mesin,1496 cc
honda,mobilio,rs-mt,Tenaga,116 hp
honda,mobilio,rs-mt,Torsi,145 Nm
honda,mobilio,rs-mt,Jenis Bahan Bakar,Bensin
honda,mobilio,rs-mt,Girboks,5-Speed
honda,mobilio,rs-mt,Jenis Transmisi,Manual
honda,mobilio,rs-mt,Jumlah Silinder,4
honda,mobilio,rs-mt,Katup per Silinder,4
honda,mobilio,rs-mt,Konfigurasi Katup,SOHC
honda,mobilio,rs-mt,Sistem Suplai Bahan Bakar,PGM-FI
honda,mobilio,rs-mt,Rasio Kompresi,10.3:1
honda,mobilio,rs-mt,Mesin,"1.5L Petrol Engine, 4 Cylinder 16 Valve SOHC i-VTEC"
honda,mobilio,rs-cvt,Kapasitas mesin,1496 cc
honda,mobilio,rs-cvt,Tenaga,116 hp
honda,mobilio,rs-cvt,Torsi,145 Nm
honda,mobilio,rs-cvt,Jenis Bahan Bakar,Bensin
honda,mobilio,rs-cvt,Girboks,Variable Speed
honda,mobilio,rs-cvt,Jenis Transmisi,CVT
honda,mobilio,rs-cvt,Jumlah Silinder,4
honda,mobilio,rs-cvt,Katup per Silinder,4
honda,mobilio,rs-cvt,Konfigurasi Katup,SOHC
honda,mobilio,rs-cvt,Sistem Suplai Bahan Bakar,PGM-FI
honda,mobilio,rs-cvt,Rasio Kompresi,10.3:1
honda,mobilio,rs-cvt,Mesin,"1.5L Petrol Engine, 4 Cylinder 16 Valve SOHC i-VTEC"
honda,br-v,e-cvt,Kapasitas mesin,1497 cc
honda,br-v,e-cvt,Tenaga,118 hp
honda,br-v,e-cvt,Torsi,145 Nm
honda,br-v,e-cvt,Jenis Bahan Bakar,Bensin
honda,br-v,e-cvt,Girboks,Variable Speed
honda,br-v,e-cvt,Jenis penggerak,FWD
honda,br-v,e-cvt,Jenis Transmisi,CVT
honda,br-v,e-cvt,Jumlah Silinder,4
honda,br-v,e-cvt,Katup per Silinder,4
honda,br-v,e-cvt,Konfigurasi Katup,SOHC
honda,br-v,e-cvt,Sistem Suplai Bahan Bakar,PGM-FI
honda,br-v,e-cvt,Rasio Kompresi,10.3:1
honda,br-v,e-cvt,Mesin,"1.5L Petrol Engine, Inline 4 Cylinder 16 Valve SOHC i-VTEC"
honda,br-v,prestige-cvt,Kapasitas mesin,1497 cc
honda,br-v,prestige-cvt,Tenaga,118 hp
honda,br-v,prestige-cvt,Torsi,145 Nm
honda,br-v,prestige-cvt,Jenis Bahan Bakar,Bensin
honda,br-v,prestige-cvt,Girboks,Variable Speed
honda,br-v,prestige-cvt,Jenis penggerak,FWD
honda,br-v,prestige-cvt,Jenis Transmisi,CVT
honda,br-v,prestige-cvt,Jumlah Silinder,4
honda,br-v,prestige-cvt,Katup per Silinder,4
honda,br-v,prestige-cvt,Konfigurasi Katup,SOHC
honda,br-v,prestige-cvt,Sistem Suplai Bahan Bakar,PGM-FI
honda,br-v,prestige-cvt,Rasio Kompresi,10.3:1
honda,br-v,prestige-cvt,Mesin,"1.5L Petrol Engine, Inline 4 Cylinder 16 Valve SOHC i-VTEC"
honda,br-v,s-6mt,Kapasitas mesin,1497 cc
honda,br-v,s-6mt,Tenaga,118 hp
honda,br-v,s-6mt,Torsi,145 Nm
honda,br-v,s-6mt,Jenis Bahan Bakar,Bensin
honda,br-v,s-6mt,Girboks,6-Speed
honda,br-v,s-6mt,Jenis penggerak,FWD
honda,br-v,s-6mt,Jenis Transmisi,Manual
honda,br-v,s-6mt,Jumlah Silinder,4
honda,br-v,s-6mt,Katup per Silinder,4
honda,br-v,s-6mt,Konfigurasi Katup,SOHC
honda,br-v,s-6mt,Sistem Suplai Bahan Bakar,PGM-FI
honda,br-v,s-6mt,Rasio Kompresi,10.3:1
honda,br-v,s-6mt,Mesin,"1.5L Petrol Engine, Inline 4 Cylinder 16 Valve SOHC i-VTEC"
honda,br-v,e-mt,Kapasitas mesin,1497 cc
honda,br-v,e-mt,Tenaga,118 hp
honda,br-v,e-mt,Jenis Bahan Bakar,Bensin
honda,br-v,e-mt,Torsi,145 Nm
honda,br-v,e-mt,Girboks,6-Speed
honda,br-v,e-mt,Jenis penggerak,FWD
honda,br-v,e-mt,Jenis Transmisi,Manual
honda,br-v,e-mt,Jumlah Silinder,4
honda,br-v,e-mt,Katup per Silinder,4
honda,br-v,e-mt,Konfigurasi Katup,SOHC
honda,br-v,e-mt,Sistem Suplai Bahan Bakar,PGM-FI
honda,br-v,e-mt,Rasio Kompresi,10.3:1
honda,br-v,e-mt,Mesin,"1.5L Petrol Engine, Inline 4 Cylinder 16 Valve SOHC i-VTEC"
honda,jazz,cvt,Kapasitas mesin,1497 cc
honda,jazz,cvt,Tenaga,118 hp
honda,jazz,cvt,Torsi,145 Nm
honda,jazz,cvt,Jenis Bahan Bakar,Bensin
honda,jazz,cvt,Girboks,Variable Speed
honda,jazz,cvt,Jenis penggerak,FWD
honda,jazz,cvt,Jenis Transmisi,CVT
honda,jazz,cvt,Jumlah Silinder,4
honda,jazz,cvt,Katup per Silinder,4
honda,jazz,cvt,Konfigurasi Katup,SOHC
honda,jazz,cvt,Sistem Suplai Bahan Bakar,PGM-FI
honda,jazz,cvt,Rasio Kompresi,10.3:1
honda,jazz,cvt,Mesin,"1.5L Petrol Engine, 4 Cylinder 16 Valve SOHC"
honda,jazz,rs-cvt,Kapasitas mesin,1497 cc
honda,jazz,rs-cvt,Tenaga,118 hp
honda,jazz,rs-cvt,Torsi,145 Nm
honda,jazz,rs-cvt,Jenis Bahan Bakar,Bensin
honda,jazz,rs-cvt,Girboks,Variable Speed
honda,jazz,rs-cvt,Jenis penggerak,FWD
honda,jazz,rs-cvt,Jenis Transmisi,CVT
honda,jazz,rs-cvt,Jumlah Silinder,4
honda,jazz,rs-cvt,Katup per Silinder,4
honda,jazz,rs-cvt,Konfigurasi Katup,SOHC
honda,jazz,rs-cvt,Sistem Suplai Bahan Bakar,PGM-FI
honda,jazz,rs-cvt,Rasio Kompresi,10.3:1
honda,jazz,rs-cvt,Mesin,"1.5L Petrol Engine, 4 Cylinder 16 Valve SOHC"
honda,jazz,mt,Kapasitas mesin,1497 cc
honda,jazz,mt,Tenaga,118 hp
honda,jazz,mt,Torsi,145 Nm
honda,jazz,mt,Jenis Bahan Bakar,Bensin
honda,jazz,mt,Girboks,5-Speed
honda,jazz,mt,Jenis penggerak,FWD
honda,jazz,mt,Jenis Transmisi,Manual
honda,jazz,mt,Jumlah Silinder,4
honda,jazz,mt,Katup per Silinder,4
honda,jazz,mt,Konfigurasi Katup,SOHC
honda,jazz,mt,Sistem Suplai Bahan Bakar,PGM-FI
honda,jazz,mt,Rasio Kompresi,10.3:1
honda,jazz,mt,Mesin,"1.5L Petrol Engine, 4 Cylinder 16 Valve SOHC"
honda,jazz,rs-mt,Kapasitas mesin,1497 cc
honda,jazz,rs-mt,Tenaga,118 hp
honda,jazz,rs-mt,Torsi,145 Nm
honda,jazz,rs-mt,Jenis Bahan Bakar,Bensin
honda,jazz,rs-mt,Girboks,5-Speed
honda,jazz,rs-mt,Jenis penggerak,FWD
honda,jazz,rs-mt,Jenis Transmisi,Manual
honda,jazz,rs-mt,Jumlah Silinder,4
honda,jazz,rs-mt,Katup per Silinder,4
honda,jazz,rs-mt,Konfigurasi Katup,SOHC
honda,jazz,rs-mt,Sistem Suplai Bahan Bakar,PGM-FI
honda,jazz,rs-mt,Rasio Kompresi,10.3:1
honda,jazz,rs-mt,Mesin,"1.5L Petrol Engine, 4 Cylinder 16 Valve SOHC"
honda,cr-v,1-5l-turbo,Kapasitas mesin,1498 cc
honda,cr-v,1-5l-turbo,Tenaga,187 hp
honda,cr-v,1-5l-turbo,Jenis Bahan Bakar,Bensin
honda,cr-v,1-5l-turbo,Torsi,240 Nm
honda,cr-v,1-5l-turbo,Girboks,Variable Speed
honda,cr-v,1-5l-turbo,Jenis Transmisi,CVT
honda,cr-v,1-5l-turbo,Jumlah Silinder,4
honda,cr-v,1-5l-turbo,Katup per Silinder,4
honda,cr-v,1-5l-turbo,Konfigurasi Katup,DOHC
honda,cr-v,1-5l-turbo,Sistem Suplai Bahan Bakar,PGM-FI
honda,cr-v,1-5l-turbo,Rasio Kompresi,10.3:1
honda,cr-v,1-5l-turbo,Mesin,"1.5L Petrol Engine, 4 Cylinder 16 Valve DOHC VTEC Turbo"
honda,cr-v,2-0l,Kapasitas mesin,1997 cc
honda,cr-v,2-0l,Tenaga,153 hp
honda,cr-v,2-0l,Torsi,189 Nm
honda,cr-v,2-0l,Jenis Bahan Bakar,Bensin
honda,cr-v,2-0l,Girboks,Variable Speed
honda,cr-v,2-0l,Jenis Transmisi,CVT
honda,cr-v,2-0l,Jumlah Silinder,4
honda,cr-v,2-0l,Katup per Silinder,4
honda,cr-v,2-0l,Konfigurasi Katup,SOHC
honda,cr-v,2-0l,Sistem Suplai Bahan Bakar,PGM-FI
honda,cr-v,2-0l,Rasio Kompresi,10.6:1
honda,cr-v,2-0l,Mesin,"2.0L Petrol Engine, 4 Cylinder 16 Valve SOHC VTEC Turbo"
honda,cr-v,1-5l-turbo-prestige,Kapasitas mesin,1498 cc
honda,cr-v,1-5l-turbo-prestige,Tenaga,187 hp
honda,cr-v,1-5l-turbo-prestige,Jenis Bahan Bakar,Bensin
honda,cr-v,1-5l-turbo-prestige,Torsi,240 Nm
honda,cr-v,1-5l-turbo-prestige,Girboks,Variable Speed
honda,cr-v,1-5l-turbo-prestige,Jenis Transmisi,CVT
honda,cr-v,1-5l-turbo-prestige,Jumlah Silinder,4
honda,cr-v,1-5l-turbo-prestige,Katup per Silinder,4
honda,cr-v,1-5l-turbo-prestige,Konfigurasi Katup,DOHC
honda,cr-v,1-5l-turbo-prestige,Sistem Suplai Bahan Bakar,PGM-FI
honda,cr-v,1-5l-turbo-prestige,Rasio Kompresi,10.3:1
